dir,image_size,repo_id,transform,distance_metric,file,distance
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000004.JPEG,-0.0313720703125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000020.JPEG,-0.0309600830078125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000022.JPEG,-0.04046630859375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000031.JPEG,-0.0308380126953125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000032.JPEG,-0.026214599609375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000040.JPEG,-0.0263671875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000045.JPEG,-0.03753662109375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000055.JPEG,-0.03363037109375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000073.JPEG,-0.039459228515625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000074.JPEG,-0.04248046875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000081.JPEG,-0.043365478515625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000085.JPEG,-0.00844573974609375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000090.JPEG,-0.038726806640625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000111.JPEG,-0.037139892578125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000117.JPEG,-0.0218505859375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000125.JPEG,-0.026336669921875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000129.JPEG,-0.0310211181640625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000130.JPEG,-0.03509521484375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000134.JPEG,-0.062347412109375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000136.JPEG,-0.057342529296875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000137.JPEG,-0.0357666015625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000147.JPEG,-0.04351806640625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000148.JPEG,-0.03582763671875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000149.JPEG,-0.01922607421875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000150.JPEG,-0.040618896484375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000164.JPEG,-0.0286865234375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000169.JPEG,-0.045654296875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000177.JPEG,-0.0419921875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000187.JPEG,-0.031890869140625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000192.JPEG,-0.049957275390625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000200.JPEG,-0.062744140625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000204.JPEG,-0.0306396484375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000216.JPEG,-0.043792724609375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000219.JPEG,-0.0262451171875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000221.JPEG,-0.042388916015625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000237.JPEG,-0.0416259765625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000238.JPEG,-0.033477783203125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000244.JPEG,-0.03619384765625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000254.JPEG,-0.0423583984375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000262.JPEG,-0.02764892578125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000300.JPEG,-0.04913330078125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000302.JPEG,-0.048187255859375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000310.JPEG,-0.032012939453125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000313.JPEG,-0.047119140625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000325.JPEG,-0.04522705078125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000331.JPEG,-0.0294647216796875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000336.JPEG,-0.0296783447265625
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000350.JPEG,-0.03741455078125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000359.JPEG,-0.015472412109375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000360.JPEG,-0.04949951171875
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000361.JPEG,-0.04180908203125
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000366.JPEG,-0.01312255859375
F:\Data\imagenet_vqdm\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000376.JPEG,-0.03668212890625
