dir,image_size,repo_id,transform,distance_metric,file,distance
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,0_wukong_image128.png,-0.019927978515625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,0_wukong_image188.png,-0.031463623046875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,0_wukong_image198.png,-0.0225067138671875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,0_wukong_image61.png,-0.0298919677734375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,0_wukong_image86.png,-0.02996826171875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,0_wukong_image88.png,-0.035980224609375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,100_wukong_image128.png,-0.0238189697265625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,100_wukong_image188.png,-0.03399658203125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,100_wukong_image198.png,-0.021209716796875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,100_wukong_image61.png,-0.0280609130859375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,100_wukong_image86.png,-0.019622802734375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,100_wukong_image88.png,-0.0245208740234375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,101_wukong_image128.png,-0.052734375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,101_wukong_image188.png,-0.0246124267578125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,101_wukong_image198.png,-0.030181884765625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,101_wukong_image61.png,-0.034515380859375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,101_wukong_image86.png,-0.0302734375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,101_wukong_image88.png,-0.030120849609375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,102_wukong_image128.png,-0.035888671875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,102_wukong_image188.png,-0.038482666015625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,102_wukong_image198.png,-0.042633056640625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,102_wukong_image61.png,-0.04595947265625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,102_wukong_image86.png,-0.04083251953125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,102_wukong_image88.png,-0.041534423828125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,103_wukong_image128.png,-0.028106689453125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,103_wukong_image188.png,-0.0239410400390625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,103_wukong_image198.png,-0.039825439453125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,103_wukong_image61.png,-0.0284881591796875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,103_wukong_image86.png,-0.031951904296875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,103_wukong_image88.png,-0.044769287109375
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,104_wukong_image128.png,-0.041656494140625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,104_wukong_image188.png,-0.05303955078125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,104_wukong_image198.png,-0.041778564453125
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,104_wukong_image61.png,-0.03289794921875
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,104_wukong_image86.png,-0.047119140625
F:\Data\imagenet_wukong\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,104_wukong_image88.png,-0.0288238525390625
