dir,image_size,repo_id,transform,distance_metric,file,distance
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00003.png,-0.03887939453125
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00009.png,-0.0335693359375
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00020.png,-0.036773681640625
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00027.png,-0.044921875
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00039.png,-0.04876708984375
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00100.png,-0.025360107421875
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00135.png,-0.05322265625
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,000_sdv5_00195.png,-0.040191650390625
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00003.png,-0.066162109375
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00009.png,-0.0411376953125
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00020.png,-0.04119873046875
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00027.png,-0.050262451171875
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00039.png,-0.058319091796875
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00100.png,-0.0218658447265625
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00135.png,-0.0238800048828125
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,001_sdv5_00195.png,-0.0312347412109375
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,002_sdv5_00003.png,-0.03436279296875
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,002_sdv5_00009.png,-0.038970947265625
F:\Data\imagenet_sd_15\val\ai,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,002_sdv5_00020.png,-0.0271759033203125
