dir,image_size,repo_id,transform,distance_metric,file,distance
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000002.JPEG,-0.047454833984375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000003.JPEG,-0.04443359375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000006.JPEG,-0.06396484375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000015.JPEG,-0.044952392578125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000019.JPEG,-0.02679443359375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000025.JPEG,-0.07080078125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000029.JPEG,-0.035400390625
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000041.JPEG,-0.03643798828125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000043.JPEG,-0.05426025390625
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000044.JPEG,-0.037200927734375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000048.JPEG,-0.041351318359375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000057.JPEG,-0.039154052734375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000068.JPEG,-0.052764892578125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000070.JPEG,-0.0218963623046875
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000082.JPEG,-0.042572021484375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000087.JPEG,-0.01300811767578125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000104.JPEG,-0.0233917236328125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000107.JPEG,-0.034698486328125
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000108.JPEG,-0.029937744140625
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000115.JPEG,-0.042388916015625
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000124.JPEG,-0.03375244140625
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000143.JPEG,-0.0223388671875
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000154.JPEG,-0.04998779296875
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000163.JPEG,-0.0219879150390625
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000167.JPEG,-0.031219482421875
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000171.JPEG,-0.055511474609375
F:\Data\imagenet_wukong\val\nature,256,CompVis/stable-diffusion-v1-1,crop_256,lpips_vgg_2,ILSVRC2012_val_00000180.JPEG,-0.0557861328125
